sale_ref,customer_id,customer_name,region,sale_date,item,quantity,unit_price,line_total,status,outcome
SO-004223,1,Harbourline Logistics Ltd,EMEA,2026-06-17,Tote bin,4,218.49,873.96,completed,completed
SO-004273,170,Foxglove Instruments BV,North America,2026-06-17,Barcode scanner,4,154.33,617.32,completed,completed
SO-004326,379,Windermere Instruments BV,UK & Ireland,2026-06-17,Pallet rack,7,530.15,3711.05,completed,completed
SO-004199,13,Silverbrook Logistics GmbH,APAC,2026-06-17,Sorting arm,5,774.78,3873.90,pending,at_risk
SO-004144,415,Copperfield Logistics BV,North America,2026-06-17,Pallet rack,25,352.18,8804.50,completed,completed
SO-004013,133,Silverbrook Freight BV,APAC,2026-06-17,Tote bin,19,361.96,6877.24,cancelled,at_risk
SO-004034,496,Marlowe Medical Ltd,EMEA,2026-06-17,Label printer,15,666.92,10003.80,pending,at_risk
SO-004295,110,Foxglove Robotics Ltd,North America,2026-06-17,Handheld terminal,1,172.31,172.31,completed,completed
SO-004322,93,Silverbrook Medical Inc,APAC,2026-06-17,Strapping machine,3,778.18,2334.54,completed,completed
SO-003995,134,Alderway Freight BV,UK & Ireland,2026-06-17,Forklift battery,1,467.19,467.19,completed,completed
SO-004017,42,Cedarcrest Analytics GmbH,LATAM,2026-06-17,Sorting arm,23,453.83,10438.09,pending,at_risk
SO-004325,364,Ironvale Instruments SA,UK & Ireland,2026-06-17,Sorting arm,6,156.90,941.40,completed,completed
SO-004163,1,Harbourline Logistics Ltd,EMEA,2026-06-18,Forklift battery,19,913.23,17351.37,cancelled,at_risk
SO-004125,17,Ravensgate Logistics SA,LATAM,2026-06-18,Tote bin,6,511.62,3069.72,pending,at_risk
SO-004168,3,Blue Ridge Logistics Ltd,APAC,2026-06-18,Strapping machine,24,523.63,12567.12,completed,completed
SO-004476,431,Sablewood Foods GmbH,EMEA,2026-06-18,Strapping machine,7,745.24,5216.68,completed,completed
SO-004206,98,Thistledown Medical BV,APAC,2026-06-18,Shrink wrapper,12,622.09,7465.08,completed,completed
SO-004182,154,Alderway Ceramics SA,UK & Ireland,2026-06-18,Strapping machine,13,811.63,10551.19,completed,completed
SO-004135,246,Lakeshore Analytics Ltd,EMEA,2026-06-18,Forklift battery,16,875.47,14007.52,cancelled,at_risk
SO-003932,4,Ironvale Logistics Ltd,UK & Ireland,2026-06-18,Safety cage,13,494.60,6429.80,cancelled,at_risk
SO-004173,1,Harbourline Logistics Ltd,EMEA,2026-06-18,Conveyor belt,4,797.17,3188.68,completed,completed
SO-004412,114,Alderway Robotics GmbH,UK & Ireland,2026-06-18,Label printer,18,98.42,1771.56,completed,completed
SO-004477,6,Lakeshore Logistics Ltd,EMEA,2026-06-18,Handheld terminal,8,231.15,1849.20,completed,completed
SO-004250,51,Sablewood Analytics SA,EMEA,2026-06-18,Dock leveller,6,323.62,1941.72,completed,completed
SO-004261,439,Windermere Foods SA,UK & Ireland,2026-06-18,Forklift battery,17,523.55,8900.35,pending,at_risk
SO-004399,7,Kestrel Logistics GmbH,LATAM,2026-06-18,Barcode scanner,5,342.03,1710.15,completed,completed
SO-004319,2,Cedarcrest Logistics Ltd,LATAM,2026-06-18,Weighing station,25,380.32,9508.00,pending,at_risk
SO-004160,11,Sablewood Logistics GmbH,EMEA,2026-06-18,Label printer,16,366.64,5866.24,completed,completed
SO-004478,1,Harbourline Logistics Ltd,EMEA,2026-06-18,Safety cage,9,349.30,3143.70,completed,completed
SO-004062,1,Harbourline Logistics Ltd,EMEA,2026-06-18,Label printer,18,742.79,13370.22,completed,completed
SO-004400,83,Blue Ridge Medical GmbH,APAC,2026-06-18,Cold-chain container,6,280.83,1684.98,completed,completed
SO-004106,87,Kestrel Medical SA,LATAM,2026-06-18,Cold-chain container,12,813.51,9762.12,pending,at_risk
SO-003971,7,Kestrel Logistics GmbH,LATAM,2026-06-18,Tote bin,2,94.59,189.18,completed,completed
SO-004240,5,Summit Logistics Ltd,North America,2026-06-18,Safety cage,21,871.75,18306.75,pending,at_risk
SO-004136,45,Summit Analytics GmbH,North America,2026-06-18,Shrink wrapper,17,793.42,13488.14,pending,at_risk
SO-004177,25,Summit Foods Inc,North America,2026-06-18,Forklift battery,8,915.95,7327.60,completed,completed
SO-004264,61,Harbourline Textiles Inc,EMEA,2026-06-18,Dock leveller,20,376.19,7523.80,pending,at_risk
SO-004247,478,Thistledown Textiles Inc,APAC,2026-06-19,Forklift battery,3,154.87,464.61,completed,completed
SO-003961,11,Sablewood Logistics GmbH,EMEA,2026-06-19,Sorting arm,17,926.93,15757.81,completed,completed
SO-004107,12,Pinehurst Logistics GmbH,LATAM,2026-06-19,Forklift battery,13,216.19,2810.47,pending,at_risk
SO-004059,1,Harbourline Logistics Ltd,EMEA,2026-06-19,Sorting arm,15,597.57,8963.55,completed,completed
SO-004503,360,Northwind Instruments GmbH,North America,2026-06-19,Tote bin,9,577.19,5194.71,completed,completed
SO-004124,67,Kestrel Textiles BV,LATAM,2026-06-19,Dock leveller,5,382.51,1912.55,completed,completed
SO-004123,6,Lakeshore Logistics Ltd,EMEA,2026-06-19,Weighing station,4,899.21,3596.84,cancelled,at_risk
SO-003989,183,Blue Ridge Chemicals GmbH,APAC,2026-06-19,Sorting arm,20,876.10,17522.00,pending,at_risk
SO-004105,7,Kestrel Logistics GmbH,LATAM,2026-06-19,Barcode scanner,11,842.37,9266.07,pending,at_risk
SO-004138,106,Lakeshore Robotics Ltd,EMEA,2026-06-19,Dock leveller,19,167.79,3188.01,completed,completed
SO-004385,130,Foxglove Freight Inc,North America,2026-06-19,Barcode scanner,16,186.18,2978.88,completed,completed
SO-004235,2,Cedarcrest Logistics Ltd,LATAM,2026-06-19,Weighing station,16,551.61,8825.76,cancelled,at_risk
SO-004301,4,Ironvale Logistics Ltd,UK & Ireland,2026-06-19,Barcode scanner,7,141.07,987.49,completed,completed
SO-003929,149,Meridian Ceramics GmbH,UK & Ireland,2026-06-19,Tote bin,10,900.55,9005.50,completed,completed
SO-004513,5,Summit Logistics Ltd,North America,2026-06-19,Forklift battery,19,297.03,5643.57,completed,completed
SO-004529,187,Kestrel Chemicals GmbH,LATAM,2026-06-19,Weighing station,10,738.29,7382.90,cancelled,at_risk
SO-004365,280,Northwind Medical Ltd,North America,2026-06-19,Handheld terminal,21,274.94,5773.74,pending,at_risk
SO-004026,1,Harbourline Logistics Ltd,EMEA,2026-06-19,Dock leveller,7,407.38,2851.66,pending,at_risk
SO-003987,23,Blue Ridge Foods Inc,APAC,2026-06-19,Handheld terminal,18,760.68,13692.24,completed,completed
SO-004336,54,Alderway Analytics SA,UK & Ireland,2026-06-19,Strapping machine,17,597.52,10157.84,completed,completed
SO-004003,1,Harbourline Logistics Ltd,EMEA,2026-06-19,Sorting arm,9,588.90,5300.10,completed,completed
SO-003948,43,Blue Ridge Analytics GmbH,APAC,2026-06-19,Pallet rack,4,694.29,2777.16,completed,completed
SO-004396,97,Ravensgate Medical Inc,LATAM,2026-06-19,Pallet rack,2,942.81,1885.62,pending,at_risk
SO-003990,437,Ravensgate Foods SA,LATAM,2026-06-19,Pallet rack,21,704.64,14797.44,completed,completed
SO-004504,17,Ravensgate Logistics SA,LATAM,2026-06-19,Strapping machine,10,503.77,5037.70,cancelled,at_risk
SO-004345,235,Copperfield Foods Inc,North America,2026-06-19,Forklift battery,1,929.78,929.78,completed,completed
SO-004327,414,Alderway Logistics BV,UK & Ireland,2026-06-19,Conveyor belt,8,379.74,3037.92,completed,completed
SO-004379,124,Ironvale Freight SA,UK & Ireland,2026-06-20,Handheld terminal,10,44.34,443.40,completed,completed
SO-003986,464,Ironvale Textiles GmbH,UK & Ireland,2026-06-20,Strapping machine,17,124.65,2119.05,completed,completed
SO-003973,78,Thistledown Textiles GmbH,APAC,2026-06-20,Handheld terminal,4,495.80,1983.20,completed,completed
SO-004280,77,Ravensgate Textiles GmbH,LATAM,2026-06-20,Strapping machine,11,107.57,1183.27,pending,at_risk
SO-004134,349,Meridian Ceramics BV,UK & Ireland,2026-06-20,Cold-chain container,15,380.32,5704.80,completed,completed
SO-003925,12,Pinehurst Logistics GmbH,LATAM,2026-06-20,Forklift battery,6,620.11,3720.66,completed,completed
SO-004195,426,Lakeshore Foods Ltd,EMEA,2026-06-20,Tote bin,1,707.82,707.82,completed,completed
SO-004187,21,Harbourline Foods Inc,EMEA,2026-06-20,Conveyor belt,18,780.74,14053.32,cancelled,at_risk
SO-004080,41,Harbourline Analytics Ltd,EMEA,2026-06-20,Shrink wrapper,11,99.95,1099.45,completed,completed
SO-004367,5,Summit Logistics Ltd,North America,2026-06-20,Sorting arm,23,18.33,421.59,cancelled,at_risk
SO-004492,230,Foxglove Foods SA,North America,2026-06-20,Safety cage,23,170.03,3910.69,completed,completed
SO-004337,100,Northwind Robotics BV,North America,2026-06-20,Handheld terminal,18,243.70,4386.60,completed,completed
SO-004040,49,Meridian Analytics SA,UK & Ireland,2026-06-20,Dock leveller,21,909.36,19096.56,cancelled,at_risk
SO-003934,62,Cedarcrest Textiles Inc,LATAM,2026-06-20,Pallet rack,15,581.43,8721.45,cancelled,at_risk
SO-004197,82,Cedarcrest Medical GmbH,LATAM,2026-06-20,Handheld terminal,3,358.82,1076.46,completed,completed
SO-003981,16,Marlowe Logistics SA,EMEA,2026-06-20,Forklift battery,12,678.85,8146.20,cancelled,at_risk
SO-004282,86,Lakeshore Medical SA,EMEA,2026-06-20,Safety cage,13,943.50,12265.50,completed,completed
SO-004050,1,Harbourline Logistics Ltd,EMEA,2026-06-20,Cold-chain container,6,547.46,3284.76,completed,completed
SO-003966,296,Marlowe Medical SA,EMEA,2026-06-21,Cold-chain container,22,787.63,17327.86,cancelled,at_risk
SO-004524,235,Copperfield Foods Inc,North America,2026-06-21,Label printer,5,677.78,3388.90,completed,completed
SO-003970,2,Cedarcrest Logistics Ltd,LATAM,2026-06-21,Dock leveller,1,160.27,160.27,completed,completed
SO-004403,246,Lakeshore Analytics Ltd,EMEA,2026-06-21,Weighing station,9,201.67,1815.03,completed,completed
SO-004344,38,Thistledown Foods Ltd,APAC,2026-06-21,Cold-chain container,25,761.97,19049.25,completed,completed
SO-004088,4,Ironvale Logistics Ltd,UK & Ireland,2026-06-21,Pallet rack,19,536.43,10192.17,cancelled,at_risk
SO-004268,93,Silverbrook Medical Inc,APAC,2026-06-21,Safety cage,24,601.61,14438.64,completed,completed
SO-004486,394,Alderway Chemicals GmbH,UK & Ireland,2026-06-21,Shrink wrapper,17,813.31,13826.27,cancelled,at_risk
SO-004167,459,Windermere Analytics Ltd,UK & Ireland,2026-06-21,Tote bin,23,597.56,13743.88,pending,at_risk
SO-004388,415,Copperfield Logistics BV,North America,2026-06-21,Shrink wrapper,19,869.29,16516.51,completed,completed
SO-003994,21,Harbourline Foods Inc,EMEA,2026-06-21,Cold-chain container,25,900.10,22502.50,completed,completed
SO-004071,186,Lakeshore Chemicals GmbH,EMEA,2026-06-21,Handheld terminal,2,515.42,1030.84,pending,at_risk
SO-004341,236,Marlowe Foods Inc,EMEA,2026-06-21,Conveyor belt,22,692.68,15238.96,completed,completed
SO-004411,132,Pinehurst Freight Inc,LATAM,2026-06-21,Conveyor belt,17,956.30,16257.10,cancelled,at_risk
SO-004203,210,Foxglove Logistics Ltd,North America,2026-06-21,Barcode scanner,9,394.45,3550.05,completed,completed
SO-004129,1,Harbourline Logistics Ltd,EMEA,2026-06-21,Sorting arm,10,528.21,5282.10,pending,at_risk
SO-004469,111,Sablewood Robotics Ltd,EMEA,2026-06-21,Barcode scanner,25,103.08,2577.00,completed,completed
SO-004307,459,Windermere Analytics Ltd,UK & Ireland,2026-06-21,Tote bin,13,176.56,2295.28,cancelled,at_risk
SO-004509,64,Ironvale Textiles BV,UK & Ireland,2026-06-21,Conveyor belt,15,185.82,2787.30,completed,completed
SO-004451,185,Summit Chemicals GmbH,North America,2026-06-21,Sorting arm,7,724.67,5072.69,completed,completed
SO-003943,4,Ironvale Logistics Ltd,UK & Ireland,2026-06-21,Tote bin,24,231.48,5555.52,pending,at_risk
SO-004189,101,Harbourline Robotics BV,EMEA,2026-06-21,Barcode scanner,20,415.23,8304.60,completed,completed
SO-004391,20,Northwind Foods SA,North America,2026-06-21,Tote bin,22,867.83,19092.26,cancelled,at_risk
SO-004355,16,Marlowe Logistics SA,EMEA,2026-06-21,Conveyor belt,11,284.95,3134.45,completed,completed
SO-004234,2,Cedarcrest Logistics Ltd,LATAM,2026-06-21,Shrink wrapper,15,905.39,13580.85,cancelled,at_risk
SO-004303,7,Kestrel Logistics GmbH,LATAM,2026-06-21,Forklift battery,9,510.59,4595.31,pending,at_risk
SO-004126,1,Harbourline Logistics Ltd,EMEA,2026-06-21,Strapping machine,7,474.70,3322.90,pending,at_risk
SO-004083,4,Ironvale Logistics Ltd,UK & Ireland,2026-06-21,Tote bin,14,453.45,6348.30,completed,completed
SO-004031,48,Granite Analytics GmbH,APAC,2026-06-21,Sorting arm,12,38.73,464.76,completed,completed
SO-004413,90,Foxglove Medical SA,North America,2026-06-21,Barcode scanner,19,702.37,13345.03,completed,completed
SO-004318,2,Cedarcrest Logistics Ltd,LATAM,2026-06-22,Shrink wrapper,24,612.36,14696.64,completed,completed
SO-004075,61,Harbourline Textiles Inc,EMEA,2026-06-22,Conveyor belt,6,538.72,3232.32,completed,completed
SO-004021,280,Northwind Medical Ltd,North America,2026-06-22,Barcode scanner,2,553.41,1106.82,completed,completed
SO-003950,25,Summit Foods Inc,North America,2026-06-22,Label printer,6,269.44,1616.64,completed,completed
SO-004047,119,Windermere Robotics SA,UK & Ireland,2026-06-22,Conveyor belt,3,673.13,2019.39,cancelled,at_risk
SO-004102,343,Blue Ridge Ceramics BV,APAC,2026-06-22,Pallet rack,8,217.73,1741.84,completed,completed
SO-004166,1,Harbourline Logistics Ltd,EMEA,2026-06-22,Dock leveller,22,825.72,18165.84,completed,completed
SO-003992,147,Kestrel Ceramics GmbH,LATAM,2026-06-22,Label printer,23,788.54,18136.42,pending,at_risk
SO-004058,5,Summit Logistics Ltd,North America,2026-06-22,Safety cage,14,912.96,12781.44,completed,completed
SO-004378,3,Blue Ridge Logistics Ltd,APAC,2026-06-22,Strapping machine,9,767.11,6903.99,completed,completed
SO-004009,78,Thistledown Textiles GmbH,APAC,2026-06-22,Forklift battery,15,254.85,3822.75,cancelled,at_risk
SO-004265,297,Ravensgate Medical SA,LATAM,2026-06-22,Tote bin,21,20.27,425.67,completed,completed
SO-003958,1,Harbourline Logistics Ltd,EMEA,2026-06-22,Strapping machine,14,211.93,2967.02,completed,completed
SO-004297,260,Northwind Textiles SA,North America,2026-06-22,Sorting arm,3,416.59,1249.77,completed,completed
SO-004262,50,Foxglove Analytics SA,North America,2026-06-22,Shrink wrapper,18,383.61,6904.98,pending,at_risk
SO-004343,1,Harbourline Logistics Ltd,EMEA,2026-06-22,Barcode scanner,24,925.27,22206.48,pending,at_risk
SO-004186,162,Cedarcrest Instruments Inc,LATAM,2026-06-22,Pallet rack,17,344.18,5851.06,completed,completed
SO-004472,7,Kestrel Logistics GmbH,LATAM,2026-06-22,Shrink wrapper,3,929.13,2787.39,completed,completed
SO-004238,160,Northwind Instruments SA,North America,2026-06-22,Strapping machine,19,828.95,15750.05,completed,completed
SO-004306,358,Thistledown Ceramics GmbH,APAC,2026-06-22,Dock leveller,12,450.30,5403.60,completed,completed
SO-004430,282,Cedarcrest Medical Ltd,LATAM,2026-06-23,Shrink wrapper,11,436.66,4803.26,completed,completed
SO-004024,35,Copperfield Foods Ltd,North America,2026-06-23,Shrink wrapper,5,765.20,3826.00,completed,completed
SO-004165,103,Blue Ridge Robotics BV,APAC,2026-06-23,Weighing station,21,607.51,12757.71,completed,completed
SO-004519,12,Pinehurst Logistics GmbH,LATAM,2026-06-23,Handheld terminal,25,612.52,15313.00,cancelled,at_risk
SO-004115,1,Harbourline Logistics Ltd,EMEA,2026-06-23,Sorting arm,21,892.08,18733.68,pending,at_risk
SO-004414,1,Harbourline Logistics Ltd,EMEA,2026-06-23,Cold-chain container,20,250.31,5006.20,cancelled,at_risk
SO-004146,172,Pinehurst Instruments BV,LATAM,2026-06-23,Label printer,2,574.23,1148.46,completed,completed
SO-004006,1,Harbourline Logistics Ltd,EMEA,2026-06-23,Label printer,12,245.14,2941.68,completed,completed
SO-004432,29,Meridian Foods BV,UK & Ireland,2026-06-23,Dock leveller,13,518.90,6745.70,completed,completed
SO-004016,1,Harbourline Logistics Ltd,EMEA,2026-06-23,Safety cage,22,27.67,608.74,pending,at_risk
SO-003938,1,Harbourline Logistics Ltd,EMEA,2026-06-23,Cold-chain container,19,485.47,9223.93,pending,at_risk
SO-004390,55,Copperfield Analytics SA,North America,2026-06-23,Dock leveller,21,310.34,6517.14,pending,at_risk
SO-004382,40,Northwind Analytics Ltd,North America,2026-06-23,Pallet rack,13,661.99,8605.87,cancelled,at_risk
SO-004257,139,Windermere Freight BV,UK & Ireland,2026-06-23,Conveyor belt,13,499.61,6494.93,completed,completed
SO-004092,140,Northwind Ceramics Ltd,North America,2026-06-23,Cold-chain container,23,163.34,3756.82,completed,completed
SO-004101,56,Marlowe Analytics Inc,EMEA,2026-06-23,Sorting arm,7,377.81,2644.67,completed,completed
SO-004116,332,Pinehurst Freight SA,LATAM,2026-06-23,Pallet rack,22,872.51,19195.22,completed,completed
SO-004097,472,Pinehurst Textiles SA,LATAM,2026-06-24,Tote bin,3,133.77,401.31,completed,completed
SO-003927,142,Cedarcrest Ceramics Ltd,LATAM,2026-06-24,Weighing station,8,938.70,7509.60,pending,at_risk
SO-004066,49,Meridian Analytics SA,UK & Ireland,2026-06-24,Shrink wrapper,22,360.80,7937.60,completed,completed
SO-004353,1,Harbourline Logistics Ltd,EMEA,2026-06-24,Sorting arm,9,635.23,5717.07,completed,completed
SO-004169,409,Meridian Logistics Inc,UK & Ireland,2026-06-24,Handheld terminal,25,680.30,17007.50,completed,completed
SO-004530,476,Marlowe Textiles Inc,EMEA,2026-06-24,Dock leveller,11,285.91,3145.01,completed,completed
SO-004118,227,Kestrel Foods SA,LATAM,2026-06-24,Label printer,24,131.50,3156.00,completed,completed
SO-004081,468,Granite Textiles GmbH,APAC,2026-06-24,Weighing station,12,268.57,3222.84,completed,completed
SO-004149,94,Alderway Medical Inc,UK & Ireland,2026-06-24,Forklift battery,5,60.75,303.75,completed,completed
SO-004462,404,Ironvale Logistics SA,UK & Ireland,2026-06-24,Strapping machine,18,850.52,15309.36,cancelled,at_risk
SO-004351,1,Harbourline Logistics Ltd,EMEA,2026-06-24,Handheld terminal,7,354.13,2478.91,completed,completed
SO-003984,114,Alderway Robotics GmbH,UK & Ireland,2026-06-24,Dock leveller,15,395.11,5926.65,completed,completed
SO-004029,22,Cedarcrest Foods Inc,LATAM,2026-06-24,Handheld terminal,10,254.67,2546.70,pending,at_risk
SO-004122,95,Copperfield Medical Inc,North America,2026-06-24,Shrink wrapper,3,357.98,1073.94,completed,completed
SO-003963,58,Thistledown Analytics Inc,APAC,2026-06-24,Conveyor belt,19,158.04,3002.76,completed,completed
SO-004424,126,Lakeshore Freight Inc,EMEA,2026-06-24,Pallet rack,5,119.25,596.25,completed,completed
SO-004371,14,Alderway Logistics SA,UK & Ireland,2026-06-24,Barcode scanner,2,25.60,51.20,completed,completed
SO-004514,44,Ironvale Analytics GmbH,UK & Ireland,2026-06-24,Shrink wrapper,20,694.17,13883.40,completed,completed
SO-004489,320,Northwind Freight Ltd,North America,2026-06-24,Tote bin,20,147.42,2948.40,cancelled,at_risk
SO-004219,1,Harbourline Logistics Ltd,EMEA,2026-06-24,Forklift battery,25,485.27,12131.75,cancelled,at_risk
SO-004285,450,Foxglove Analytics BV,North America,2026-06-25,Conveyor belt,16,751.10,12017.60,completed,completed
SO-004442,51,Sablewood Analytics SA,EMEA,2026-06-25,Cold-chain container,23,54.20,1246.60,completed,completed
SO-004039,6,Lakeshore Logistics Ltd,EMEA,2026-06-25,Weighing station,20,531.22,10624.40,completed,completed
SO-004078,1,Harbourline Logistics Ltd,EMEA,2026-06-25,Cold-chain container,9,383.20,3448.80,cancelled,at_risk
SO-004063,10,Foxglove Logistics GmbH,North America,2026-06-25,Barcode scanner,19,315.98,6003.62,completed,completed
SO-004474,456,Marlowe Analytics Ltd,EMEA,2026-06-25,Dock leveller,5,140.62,703.10,completed,completed
SO-004500,8,Granite Logistics GmbH,APAC,2026-06-25,Shrink wrapper,6,712.24,4273.44,completed,completed
SO-004228,99,Windermere Medical BV,UK & Ireland,2026-06-25,Pallet rack,9,112.04,1008.36,completed,completed
SO-003978,172,Pinehurst Instruments BV,LATAM,2026-06-25,Label printer,9,447.94,4031.46,pending,at_risk
SO-004258,268,Granite Textiles Inc,APAC,2026-06-25,Label printer,14,243.15,3404.10,completed,completed
